WID	ATCCode	Name	Synonym
1123855	R05CA03	Guaifenesin	Glyceryl guaiacol ether
1123855	R05CA03	Guaifenesin	Glyceryl guaiacolate
1123855	R05CA03	Guaifenesin	Glyceryl guaiacolate ether
1123855	R05CA03	Guaifenesin	Glyceryl guaiacyl ether
1123855	R05CA03	Guaifenesin	Glyceryl guaicolate
1123855	R05CA03	Guaifenesin	Glyceryl guiacolate
1123855	R05CA03	Guaifenesin	Guiaphenesin
1123855	R05CA03	Guaifenesin	Metfenossidiolo
1123855	R05CA03	Guaifenesin	Methoxypropanediol
1123855	R05CA03	Guaifenesin	Methphenoxydiol
1123855	R05CA03	Guaifenesin	Metossipropandiolo
1123855	R05CA03	Guaifenesin	o-Methoxyphenyl glyceryl ether
1124473	L04AA10	Sirolimus	(-)-Rapamycin
1124473	L04AA10	Sirolimus	Rapamycin
1124590	A01AB03	Chlorhexidine	Chlorhexidin [Czech]
1124590	A01AB03	Chlorhexidine	Chlorhexidinum [INN-Latin]
1124590	A01AB03	Chlorhexidine	Cloresidina [DCIT]
1124590	A01AB03	Chlorhexidine	Clorhexidina [INN-Spanish]
1124590	B05CA02	Chlorhexidine	Chlorhexidin [Czech]
1124590	B05CA02	Chlorhexidine	Chlorhexidinum [INN-Latin]
1124590	B05CA02	Chlorhexidine	Cloresidina [DCIT]
1124590	B05CA02	Chlorhexidine	Clorhexidina [INN-Spanish]
1124590	D08AC02	Chlorhexidine	Chlorhexidin [Czech]
1124590	D08AC02	Chlorhexidine	Chlorhexidinum [INN-Latin]
1124590	D08AC02	Chlorhexidine	Cloresidina [DCIT]
1124590	D08AC02	Chlorhexidine	Clorhexidina [INN-Spanish]
1124590	D09AA12	Chlorhexidine	Chlorhexidin [Czech]
1124590	D09AA12	Chlorhexidine	Chlorhexidinum [INN-Latin]
1124590	D09AA12	Chlorhexidine	Cloresidina [DCIT]
1124590	D09AA12	Chlorhexidine	Clorhexidina [INN-Spanish]
1124590	R02AA05	Chlorhexidine	Chlorhexidin [Czech]
1124590	R02AA05	Chlorhexidine	Chlorhexidinum [INN-Latin]
1124590	R02AA05	Chlorhexidine	Cloresidina [DCIT]
1124590	R02AA05	Chlorhexidine	Clorhexidina [INN-Spanish]
1124590	S01AX09	Chlorhexidine	Chlorhexidin [Czech]
1124590	S01AX09	Chlorhexidine	Chlorhexidinum [INN-Latin]
1124590	S01AX09	Chlorhexidine	Cloresidina [DCIT]
1124590	S01AX09	Chlorhexidine	Clorhexidina [INN-Spanish]
1124590	S02AA09	Chlorhexidine	Chlorhexidin [Czech]
1124590	S02AA09	Chlorhexidine	Chlorhexidinum [INN-Latin]
1124590	S02AA09	Chlorhexidine	Cloresidina [DCIT]
1124590	S02AA09	Chlorhexidine	Clorhexidina [INN-Spanish]
1124590	S03AA04	Chlorhexidine	Chlorhexidin [Czech]
1124590	S03AA04	Chlorhexidine	Chlorhexidinum [INN-Latin]
1124590	S03AA04	Chlorhexidine	Cloresidina [DCIT]
1124590	S03AA04	Chlorhexidine	Clorhexidina [INN-Spanish]
1124590	D08AE02	Chlorhexidine	Chlorhexidin [Czech]
1124590	D08AE02	Chlorhexidine	Chlorhexidinum [INN-Latin]
1124590	D08AE02	Chlorhexidine	Cloresidina [DCIT]
1124590	D08AE02	Chlorhexidine	Clorhexidina [INN-Spanish]
1124928	C03AA03	Chlorothiazide	Chlorothiazid
1124928	C03AA03	Chlorothiazide	Chlorthiazide
1124928	C03AA03	Chlorothiazide	Chlortiazid
1124928	C03AA04	Chlorothiazide	Chlorothiazid
1124928	C03AA04	Chlorothiazide	Chlorthiazide
1124928	C03AA04	Chlorothiazide	Chlortiazid
1125053	C09AA06	Quinapril	Quinapril HCl
1125053	C09AA06	Quinapril	Quinapril Hydrochloride
1125053	C09AA06	Quinapril	Quinaprilum [Latin]
1125244	G03GB02	Clomifene	Chlomaphene
1125244	G03GB02	Clomifene	Chloramifene
1125244	G03GB02	Clomifene	Chloramiphene
1125244	G03GB02	Clomifene	Cisclomiphene
1125244	G03GB02	Clomifene	Clomifene citrate
1125244	G03GB02	Clomifene	Clomifeno
1125244	G03GB02	Clomifene	clomiphene
1125244	G03GB02	Clomifene	Clomiphene Citrate
1125244	G03GB02	Clomifene	Clomiphene citrate (Z,E)
1125244	G03GB02	Clomifene	Racemic clomiphene citrate
1125244	G03GB02	Clomifene	Zuclomiphene citrate
1125395	C01DA08	Isosorbide Dinitrate	Dianhydrosorbitol 2,5-dinitrate
1125395	C01DA08	Isosorbide Dinitrate	Sorbide nitrate
1125395	C01DA08	Isosorbide Dinitrate	Sorbide, dinitrate
1125395	C01DA08	Isosorbide Dinitrate	Sorbidnitrate
1125395	D03AX08	Isosorbide Dinitrate	Dianhydrosorbitol 2,5-dinitrate
1125395	D03AX08	Isosorbide Dinitrate	Sorbide nitrate
1125395	D03AX08	Isosorbide Dinitrate	Sorbide, dinitrate
1125395	D03AX08	Isosorbide Dinitrate	Sorbidnitrate
1125626	M05BA07	Risedronate	NE-58095
1125626	M05BA07	Risedronate	Risedronate sodium
1125626	M05BA07	Risedronate	Risedronic acid
1125790	C03CA02	Bumetanide	Bumetanida [INN-Spanish]
1125790	C03CA02	Bumetanide	Bumetanidum [INN-Latin]
1125960	L01AA05	Mechlorethamine	Chlorethazine
1125960	L01AA05	Mechlorethamine	Chlormethine
1125960	L01AA05	Mechlorethamine	HN2
1125960	L01AA05	Mechlorethamine	MBA
1125960	L01AA05	Mechlorethamine	Mechloroethamine
1125960	L01AA05	Mechlorethamine	Mecloretamina
1125960	L01AA05	Mechlorethamine	Mustine
1125960	L01AA05	Mechlorethamine	Nitrogen mustard
1125960	D08AX04	Mechlorethamine	Chlorethazine
1125960	D08AX04	Mechlorethamine	Chlormethine
1125960	D08AX04	Mechlorethamine	HN2
1125960	D08AX04	Mechlorethamine	MBA
1125960	D08AX04	Mechlorethamine	Mechloroethamine
1125960	D08AX04	Mechlorethamine	Mecloretamina
1125960	D08AX04	Mechlorethamine	Mustine
1125960	D08AX04	Mechlorethamine	Nitrogen mustard
1126036	A04AA02	Granisetron	APF530
1126036	A04AA02	Granisetron	Granisetron base
1126036	A04AA02	Granisetron	Granisetron HCl
1126036	A04AA02	Granisetron	Granisetron hydrochloride
1126036	A04AA02	Granisetron	Granisetronum [INN-Latin]
1126199	G03CB01	Dienestrol	Dehydrostilbestrol
1126199	G03CB01	Dienestrol	Dehydrostilboestrol
1126199	G03CB01	Dienestrol	Dienesterol
1126199	G03CB01	Dienestrol	Dienoestrol
1126199	G03CC02	Dienestrol	Dehydrostilbestrol
1126199	G03CC02	Dienestrol	Dehydrostilboestrol
1126199	G03CC02	Dienestrol	Dienesterol
1126199	G03CC02	Dienestrol	Dienoestrol
1126277	J01EB04	Sulfapyridine	2-Sulfanilamidopyridin
1126277	J01EB04	Sulfapyridine	2-Sulfanilamidopyridine
1126277	J01EB04	Sulfapyridine	2-Sulfanilylaminopyridine
1126277	J01EB04	Sulfapyridine	2-Sulfapyridine
1126277	J01EB04	Sulfapyridine	4-(2-Pyridinylsulfonyl)aniline
1126277	J01EB04	Sulfapyridine	4-[(2-Pyridylamino)sulfonyl]aniline
1126277	J01EB04	Sulfapyridine	N-2-Pyridylsulfanilamide
1126277	J01EB04	Sulfapyridine	N(sup 1)-2-Pyridylsulfanilamide
1126277	J01EB04	Sulfapyridine	N(sup1)-Pyridylsulfanilamide
1126277	J01EB04	Sulfapyridine	N1-2-Pyridylsulfanilamide
1126277	J01EB04	Sulfapyridine	Sulphapyridine
1126380	D04AB03	Oxybuprocaine	Benoxinate
1126380	D04AB03	Oxybuprocaine	Benoxinate HCL
1126380	D04AB03	Oxybuprocaine	Benoxinate hydrochloride
1126380	D04AB03	Oxybuprocaine	Dorsacaine hydrochloride
1126380	D04AB03	Oxybuprocaine	Oxbarukain
1126380	D04AB03	Oxybuprocaine	Oxibuprocainum
1126380	D04AB03	Oxybuprocaine	Oxibuprokain
1126380	D04AB03	Oxybuprocaine	Oxybucaine
1126380	D04AB03	Oxybuprocaine	Oxybuprocaine HCL
1126380	D04AB03	Oxybuprocaine	Oxybuprocaine hydrochloride
1126380	D04AB03	Oxybuprocaine	Oxyriprocaine
1126380	S01HA02	Oxybuprocaine	Benoxinate
1126380	S01HA02	Oxybuprocaine	Benoxinate HCL
1126380	S01HA02	Oxybuprocaine	Benoxinate hydrochloride
1126380	S01HA02	Oxybuprocaine	Dorsacaine hydrochloride
1126380	S01HA02	Oxybuprocaine	Oxbarukain
1126380	S01HA02	Oxybuprocaine	Oxibuprocainum
1126380	S01HA02	Oxybuprocaine	Oxibuprokain
1126380	S01HA02	Oxybuprocaine	Oxybucaine
1126380	S01HA02	Oxybuprocaine	Oxybuprocaine HCL
1126380	S01HA02	Oxybuprocaine	Oxybuprocaine hydrochloride
1126380	S01HA02	Oxybuprocaine	Oxyriprocaine
1126727	N05CD05	Triazolam	DEA No. 2887
1126727	N05CD05	Triazolam	Triazolamum [INN-Latin]
1126975	D01AE06	Ethanol	Absolute Alcohol
1126975	D01AE06	Ethanol	Absolute Ethanol
1126975	D01AE06	Ethanol	Alcohol
1126975	D01AE06	Ethanol	Alcohol Anhydrous
1126975	D01AE06	Ethanol	Alcohol, Dehydrated
1126975	D01AE06	Ethanol	Alcohol, Diluted
1126975	D01AE06	Ethanol	Alcool Ethylique
1126975	D01AE06	Ethanol	Alcool Etilico
1126975	D01AE06	Ethanol	Alkohol
1126975	D01AE06	Ethanol	Alkoholu Etylowego
1126975	D01AE06	Ethanol	Aminoethanol
1126975	D01AE06	Ethanol	Beta-Aminoethanol
1126975	D01AE06	Ethanol	Beta-Aminoethyl Alcohol
1126975	D01AE06	Ethanol	Beta-Ethanolamine
1126975	D01AE06	Ethanol	Beta-Hydroxyethylamine
1126975	D01AE06	Ethanol	Caswell No. 426
1126975	D01AE06	Ethanol	Dehydrated Ethanol
1126975	D01AE06	Ethanol	Denatured Alcohol
1126975	D01AE06	Ethanol	Denatured Ethanol
1126975	D01AE06	Ethanol	Etanolo
1126975	D01AE06	Ethanol	Ethanol 200 Proof
1126975	D01AE06	Ethanol	Ethanol Anhydrous
1126975	D01AE06	Ethanol	Ethanol Extra Pure
1126975	D01AE06	Ethanol	Ethyl Alcohol
1126975	D01AE06	Ethanol	Ethyl Alcohol Anhydrous
1126975	D01AE06	Ethanol	Ethyl Alcohol, Anhydrous
1126975	D01AE06	Ethanol	Ethyl Alcohol, Denatured
1126975	D01AE06	Ethanol	Ethyl Hydrate
1126975	D01AE06	Ethanol	Ethyl Hydroxide
1126975	D01AE06	Ethanol	Ethylol
1126975	D01AE06	Ethanol	Ethylolamine
1126975	D01AE06	Ethanol	HSDB 531
1126975	D01AE06	Ethanol	Methylcarbinol
1126975	D01AE06	Ethanol	USAF EK-1597
1126975	D08AX08	Ethanol	Absolute Alcohol
1126975	D08AX08	Ethanol	Absolute Ethanol
1126975	D08AX08	Ethanol	Alcohol
1126975	D08AX08	Ethanol	Alcohol Anhydrous
1126975	D08AX08	Ethanol	Alcohol, Dehydrated
1126975	D08AX08	Ethanol	Alcohol, Diluted
1126975	D08AX08	Ethanol	Alcool Ethylique
1126975	D08AX08	Ethanol	Alcool Etilico
1126975	D08AX08	Ethanol	Alkohol
1126975	D08AX08	Ethanol	Alkoholu Etylowego
1126975	D08AX08	Ethanol	Aminoethanol
1126975	D08AX08	Ethanol	Beta-Aminoethanol
1126975	D08AX08	Ethanol	Beta-Aminoethyl Alcohol
1126975	D08AX08	Ethanol	Beta-Ethanolamine
1126975	D08AX08	Ethanol	Beta-Hydroxyethylamine
1126975	D08AX08	Ethanol	Caswell No. 426
1126975	D08AX08	Ethanol	Dehydrated Ethanol
1126975	D08AX08	Ethanol	Denatured Alcohol
1126975	D08AX08	Ethanol	Denatured Ethanol
1126975	D08AX08	Ethanol	Etanolo
1126975	D08AX08	Ethanol	Ethanol 200 Proof
1126975	D08AX08	Ethanol	Ethanol Anhydrous
1126975	D08AX08	Ethanol	Ethanol Extra Pure
1126975	D08AX08	Ethanol	Ethyl Alcohol
1126975	D08AX08	Ethanol	Ethyl Alcohol Anhydrous
1126975	D08AX08	Ethanol	Ethyl Alcohol, Anhydrous
1126975	D08AX08	Ethanol	Ethyl Alcohol, Denatured
1126975	D08AX08	Ethanol	Ethyl Hydrate
1126975	D08AX08	Ethanol	Ethyl Hydroxide
1126975	D08AX08	Ethanol	Ethylol
1126975	D08AX08	Ethanol	Ethylolamine
1126975	D08AX08	Ethanol	HSDB 531
1126975	D08AX08	Ethanol	Methylcarbinol
1126975	D08AX08	Ethanol	USAF EK-1597
1126975	V03AB16	Ethanol	Absolute Alcohol
1126975	V03AB16	Ethanol	Absolute Ethanol
1126975	V03AB16	Ethanol	Alcohol
1126975	V03AB16	Ethanol	Alcohol Anhydrous
1126975	V03AB16	Ethanol	Alcohol, Dehydrated
1126975	V03AB16	Ethanol	Alcohol, Diluted
1126975	V03AB16	Ethanol	Alcool Ethylique
1126975	V03AB16	Ethanol	Alcool Etilico
1126975	V03AB16	Ethanol	Alkohol
1126975	V03AB16	Ethanol	Alkoholu Etylowego
1126975	V03AB16	Ethanol	Aminoethanol
1126975	V03AB16	Ethanol	Beta-Aminoethanol
1126975	V03AB16	Ethanol	Beta-Aminoethyl Alcohol
1126975	V03AB16	Ethanol	Beta-Ethanolamine
1126975	V03AB16	Ethanol	Beta-Hydroxyethylamine
1126975	V03AB16	Ethanol	Caswell No. 426
1126975	V03AB16	Ethanol	Dehydrated Ethanol
1126975	V03AB16	Ethanol	Denatured Alcohol
1126975	V03AB16	Ethanol	Denatured Ethanol
1126975	V03AB16	Ethanol	Etanolo
1126975	V03AB16	Ethanol	Ethanol 200 Proof
1126975	V03AB16	Ethanol	Ethanol Anhydrous
1126975	V03AB16	Ethanol	Ethanol Extra Pure
1126975	V03AB16	Ethanol	Ethyl Alcohol
1126975	V03AB16	Ethanol	Ethyl Alcohol Anhydrous
1126975	V03AB16	Ethanol	Ethyl Alcohol, Anhydrous
1126975	V03AB16	Ethanol	Ethyl Alcohol, Denatured
1126975	V03AB16	Ethanol	Ethyl Hydrate
1126975	V03AB16	Ethanol	Ethyl Hydroxide
1126975	V03AB16	Ethanol	Ethylol
1126975	V03AB16	Ethanol	Ethylolamine
1126975	V03AB16	Ethanol	HSDB 531
1126975	V03AB16	Ethanol	Methylcarbinol
1126975	V03AB16	Ethanol	USAF EK-1597
1126975	V03AZ01	Ethanol	Absolute Alcohol
1126975	V03AZ01	Ethanol	Absolute Ethanol
1126975	V03AZ01	Ethanol	Alcohol
1126975	V03AZ01	Ethanol	Alcohol Anhydrous
1126975	V03AZ01	Ethanol	Alcohol, Dehydrated
1126975	V03AZ01	Ethanol	Alcohol, Diluted
1126975	V03AZ01	Ethanol	Alcool Ethylique
1126975	V03AZ01	Ethanol	Alcool Etilico
1126975	V03AZ01	Ethanol	Alkohol
1126975	V03AZ01	Ethanol	Alkoholu Etylowego
1126975	V03AZ01	Ethanol	Aminoethanol
1126975	V03AZ01	Ethanol	Beta-Aminoethanol
1126975	V03AZ01	Ethanol	Beta-Aminoethyl Alcohol
1126975	V03AZ01	Ethanol	Beta-Ethanolamine
1126975	V03AZ01	Ethanol	Beta-Hydroxyethylamine
1126975	V03AZ01	Ethanol	Caswell No. 426
1126975	V03AZ01	Ethanol	Dehydrated Ethanol
1126975	V03AZ01	Ethanol	Denatured Alcohol
1126975	V03AZ01	Ethanol	Denatured Ethanol
1126975	V03AZ01	Ethanol	Etanolo
1126975	V03AZ01	Ethanol	Ethanol 200 Proof
1126975	V03AZ01	Ethanol	Ethanol Anhydrous
1126975	V03AZ01	Ethanol	Ethanol Extra Pure
1126975	V03AZ01	Ethanol	Ethyl Alcohol
1126975	V03AZ01	Ethanol	Ethyl Alcohol Anhydrous
1126975	V03AZ01	Ethanol	Ethyl Alcohol, Anhydrous
1126975	V03AZ01	Ethanol	Ethyl Alcohol, Denatured
1126975	V03AZ01	Ethanol	Ethyl Hydrate
1126975	V03AZ01	Ethanol	Ethyl Hydroxide
1126975	V03AZ01	Ethanol	Ethylol
1126975	V03AZ01	Ethanol	Ethylolamine
1126975	V03AZ01	Ethanol	HSDB 531
1126975	V03AZ01	Ethanol	Methylcarbinol
1126975	V03AZ01	Ethanol	USAF EK-1597
1127222	N01AH06	Remifentanil	Remifentanyl
1127301	J05AF02	Didanosine	DDI
1127301	J05AF02	Didanosine	Dideoxyinosine
1127426	R03AC17	Bitolterol	Bitolterol Mesylate
1127426	R03AC17	Bitolterol	Bitolterolum [INN-Latin]
1127476	R06AD04	Methdilazine	MD
1127476	R06AD04	Methdilazine	Methdilazine Hcl
1127476	R06AD04	Methdilazine	Methdilazine hydrochloride
1127476	R06AD04	Methdilazine	Methdilazine Monohydrochloride
1127476	R06AD04	Methdilazine	Methdilazinum [INN-Latin]
1127476	R06AD04	Methdilazine	Methilazine hydrochloride
1127476	R06AD04	Methdilazine	Methodilazine
1127476	R06AD04	Methdilazine	Metodilazina [INN-Spanish]
1127557	C03CC01	Ethacrynic acid	Etacrinic acid
1127557	C03CC01	Ethacrynic acid	Etacrynic acid
1127557	C03CC01	Ethacrynic acid	Etakrinic acid
1127557	C03CC01	Ethacrynic acid	Ethacryinic Acid
1127557	C03CC01	Ethacrynic acid	Ethacrynate
1127557	C03CC01	Ethacrynic acid	Methylenebutyrylphenoxyacetic acid
1127968	S01EE03	Bimatoprost	AGN 192024
1128059	N03AG06	Tiagabine	Tiagabina [INN-Spanish]
1128059	N03AG06	Tiagabine	Tiagabinum [INN-Latin]
1128164	N01BC01	Cocaine	(
1128164	N01BC01	Cocaine	−
1128164	N01BC01	Cocaine	)-cocaine
1128164	N01BC01	Cocaine	Benzoylmethylecgonine
1128164	N01BC01	Cocaine	beta-Cocain
1128164	N01BC01	Cocaine	Cocain
1128164	N01BC01	Cocaine	Kokain
1128164	N01BC01	Cocaine	Neurocaine
1128164	R02AD03	Cocaine	(
1128164	R02AD03	Cocaine	−
1128164	R02AD03	Cocaine	)-cocaine
1128164	R02AD03	Cocaine	Benzoylmethylecgonine
1128164	R02AD03	Cocaine	beta-Cocain
1128164	R02AD03	Cocaine	Cocain
1128164	R02AD03	Cocaine	Kokain
1128164	R02AD03	Cocaine	Neurocaine
1128164	S01HA01	Cocaine	(
1128164	S01HA01	Cocaine	−
1128164	S01HA01	Cocaine	)-cocaine
1128164	S01HA01	Cocaine	Benzoylmethylecgonine
1128164	S01HA01	Cocaine	beta-Cocain
1128164	S01HA01	Cocaine	Cocain
1128164	S01HA01	Cocaine	Kokain
1128164	S01HA01	Cocaine	Neurocaine
1128164	S02DA02	Cocaine	(
1128164	S02DA02	Cocaine	−
1128164	S02DA02	Cocaine	)-cocaine
1128164	S02DA02	Cocaine	Benzoylmethylecgonine
1128164	S02DA02	Cocaine	beta-Cocain
1128164	S02DA02	Cocaine	Cocain
1128164	S02DA02	Cocaine	Kokain
1128164	S02DA02	Cocaine	Neurocaine
1128295	C01BA01	Quinidine	Quinidine Sulfate
1128656	N03AX15	Zonisamide	Zonisamida [Spanish]
1128656	N03AX15	Zonisamide	Zonisamidum [Latin]
1129060	A10BX02	Repaglinide	AG-EE 388 ZW
1129060	A10BX02	Repaglinide	AG-EE 623 ZW
1129060	A10BX02	Repaglinide	Repaglinida [INN-Spanish]
1129060	A10BX02	Repaglinide	Repaglinidum [INN-Latin]
1129202	N01AH05	Anileridine	Anileridina [INN-Spanish]
1129202	N01AH05	Anileridine	Anileridinum [INN-Latin]
1129202	N01AH05	Anileridine	Phthalylsulfathiazole
1129202	N01AH05	Anileridine	Sulfathalidine
1129270	A10BA01	Phenformin	Beta-Pebg
1129270	A10BA01	Phenformin	Beta-Phenethybiguanide
1129270	A10BA01	Phenformin	Beta-Phenethylbiguanide
1129270	A10BA01	Phenformin	Fenformin
1129270	A10BA01	Phenformin	Fenformina [INN-Spanish]
1129270	A10BA01	Phenformin	N-Phenethylbiguanide Hydrochloride
1129270	A10BA01	Phenformin	PEDG
1129270	A10BA01	Phenformin	Phenethylbiguanide Hydrochloride
1129270	A10BA01	Phenformin	Phenethyldiguanide
1129270	A10BA01	Phenformin	Phenformin HCl
1129270	A10BA01	Phenformin	Phenformin Hydrochloride
1129270	A10BA01	Phenformin	Phenformine
1129270	A10BA01	Phenformin	Phenformine [INN-French]
1129270	A10BA01	Phenformin	Phenformine HCl
1129270	A10BA01	Phenformin	Phenforminum [INN-Latin]
1129270	A10BA01	Phenformin	Phenoformine Hydrochloride
1129270	A10BA01	Phenformin	Phenylethylbiguanide
1129377	N04BB01	Amantadine	1-aminoadamantane
1129377	N04BB01	Amantadine	Adamantamine
1129377	N04BB01	Amantadine	Adamantanamine
1129377	N04BB01	Amantadine	Adamantylamine
1129377	N04BB01	Amantadine	Amantadine Base
1129377	N04BB01	Amantadine	Amantadine HCL
1129377	N04BB01	Amantadine	Amantadine Hydrochloride
1129377	N04BB01	Amantadine	Amantidine
1129377	N04BB01	Amantadine	Aminoadamantane
1129536	A01AB17	Metronidazole	Methronidazole
1129536	A01AB17	Metronidazole	Metronidazol
1129536	A01AB17	Metronidazole	Metronidazole Benzoate
1129536	A01AB17	Metronidazole	Metronidazole Hcl
1129536	A01AB17	Metronidazole	Metronidazole in Plastic Container
1129536	A01AB17	Metronidazole	Metronidazolo
1129536	D06BX01	Metronidazole	Methronidazole
1129536	D06BX01	Metronidazole	Metronidazol
1129536	D06BX01	Metronidazole	Metronidazole Benzoate
1129536	D06BX01	Metronidazole	Metronidazole Hcl
1129536	D06BX01	Metronidazole	Metronidazole in Plastic Container
1129536	D06BX01	Metronidazole	Metronidazolo
1129536	G01AF01	Metronidazole	Methronidazole
1129536	G01AF01	Metronidazole	Metronidazol
1129536	G01AF01	Metronidazole	Metronidazole Benzoate
1129536	G01AF01	Metronidazole	Metronidazole Hcl
1129536	G01AF01	Metronidazole	Metronidazole in Plastic Container
1129536	G01AF01	Metronidazole	Metronidazolo
1129536	J01XD01	Metronidazole	Methronidazole
1129536	J01XD01	Metronidazole	Metronidazol
1129536	J01XD01	Metronidazole	Metronidazole Benzoate
1129536	J01XD01	Metronidazole	Metronidazole Hcl
1129536	J01XD01	Metronidazole	Metronidazole in Plastic Container
1129536	J01XD01	Metronidazole	Metronidazolo
1129536	P01AB01	Metronidazole	Methronidazole
1129536	P01AB01	Metronidazole	Metronidazol
1129536	P01AB01	Metronidazole	Metronidazole Benzoate
1129536	P01AB01	Metronidazole	Metronidazole Hcl
1129536	P01AB01	Metronidazole	Metronidazole in Plastic Container
1129536	P01AB01	Metronidazole	Metronidazolo
1129931	G02AD02	Dinoprostone	Dinoprostone Prostaglandin E2
1129931	G02AD02	Dinoprostone	PGE2
1129931	G02AD02	Dinoprostone	Prostaglandin E2
1130210	J01XX04	Spectinomycin	Actinospectacina [Italian]
1130210	J01XX04	Spectinomycin	Antibiotic 2233wp
1130210	J01XX04	Spectinomycin	Espectinomicina [INN-Spanish]
1130210	J01XX04	Spectinomycin	SCM
1130210	J01XX04	Spectinomycin	Spectinomicina [Italian]
1130210	J01XX04	Spectinomycin	Spectinomycin Di HCl
1130210	J01XX04	Spectinomycin	Spectinomycin HCl/ Sulphate
1130210	J01XX04	Spectinomycin	Spectinomycine [INN-French]
1130210	J01XX04	Spectinomycin	Spectinomycinum [INN-Latin]
1130286	R06AX17	Ketotifen	Ketotifen Fumarate
1130286	R06AX17	Ketotifen	Ketotifene [INN-French]
1130286	R06AX17	Ketotifen	Ketotifene fumarate
1130286	R06AX17	Ketotifen	Ketotifeno [INN-Spanish]
1130286	R06AX17	Ketotifen	Ketotifenum [INN-Latin]
1130286	S01GX08	Ketotifen	Ketotifen Fumarate
1130286	S01GX08	Ketotifen	Ketotifene [INN-French]
1130286	S01GX08	Ketotifen	Ketotifene fumarate
1130286	S01GX08	Ketotifen	Ketotifeno [INN-Spanish]
1130286	S01GX08	Ketotifen	Ketotifenum [INN-Latin]
1130419	N02AE01	Buprenorphine	Buprenophine
1130419	N02AE01	Buprenorphine	Buprenorfina [INN-Spanish]
1130419	N02AE01	Buprenorphine	Buprenorphinum [INN-Latin]
1130419	N07BC01	Buprenorphine	Buprenophine
1130419	N07BC01	Buprenorphine	Buprenorfina [INN-Spanish]
1130419	N07BC01	Buprenorphine	Buprenorphinum [INN-Latin]
1130580	C01CX08	Levosimendan	Levosimedan
1130648	J01DC11	Ceforanide	Ceforanido [INN-Spanish]
1130648	J01DC11	Ceforanide	Ceforanidum [INN-Latin]
1130719	M03BX08	Cyclobenzaprine	Cyclobenzaprine HCL
1130907	C04AX02	Phenoxybenzamine	Fenossibenzamina [Dcit]
1130907	C04AX02	Phenoxybenzamine	Fenoxibenzamina [INN-Spanish]
1130907	C04AX02	Phenoxybenzamine	Phenoxybenzamine Hcl
1130907	C04AX02	Phenoxybenzamine	Phenoxybenzamine Hydrochloride
1130907	C04AX02	Phenoxybenzamine	Phenoxybenzaminum [INN-Latin]
1130907	C04AX02	Phenoxybenzamine	POB HCl
1131092	A02BA03	Famotidine	Famotidina [Spanish]
1131092	A02BA03	Famotidine	Famotidinum [Latin]
1131527	A02BB01	Misoprostol	Misoprostolum [INN-Latin]
1131644	C10AC04	Colesevelam	Colesevelam hydrochloride
1131745	J01AA05	Methacycline	Metacycline
1131745	J01AA05	Methacycline	Methacyclin
1131809	J05AE09	Tipranavir	TPV
1131996	N05AC03	Mesoridazine	Thioridazien Thiomethyl Sulfoxide
1131996	N05AC03	Mesoridazine	Thioridazine Monosulfoxide Analog
1131996	N05AC03	Mesoridazine	Thioridazine Thiomethyl Sulfoxide
1131996	N05AC03	Mesoridazine	TPS-23
1131996	N05AC03	Mesoridazine	TPS23
1132149	N06AA21	Maprotiline	Maprotilina [INN-Spanish]
1132149	N06AA21	Maprotiline	Maprotiline Hcl
1132149	N06AA21	Maprotiline	Maprotilinum [INN-Latin]
1132149	N06AA21	Maprotiline	Maprotylina [Polish]
1132291	R01AA05	Oxymetazoline	Oximetazolinum
1132291	R01AA05	Oxymetazoline	oxymetazoline hydrochloride crystalline
1132291	R01AA05	Oxymetazoline	Oxymethazoline
1132291	R01AA05	Oxymetazoline	Oxymetozoline
1132291	R01AB07	Oxymetazoline	Oximetazolinum
1132291	R01AB07	Oxymetazoline	oxymetazoline hydrochloride crystalline
1132291	R01AB07	Oxymetazoline	Oxymethazoline
1132291	R01AB07	Oxymetazoline	Oxymetozoline
1132291	S01GA04	Oxymetazoline	Oximetazolinum
1132291	S01GA04	Oxymetazoline	oxymetazoline hydrochloride crystalline
1132291	S01GA04	Oxymetazoline	Oxymethazoline
1132291	S01GA04	Oxymetazoline	Oxymetozoline
1132431	D11AC30	Salicyclic acid	2-Carboxyphenol
1132431	D11AC30	Salicyclic acid	2-Hydroxybenzenecarboxylic acid
1132431	D11AC30	Salicyclic acid	2-Hydroxybenzoic acid
1132431	D11AC30	Salicyclic acid	Acido salicilico
1132431	D11AC30	Salicyclic acid	O-carboxyphenol
1132431	D11AC30	Salicyclic acid	O-hydroxybenzoic acid
1132431	D11AC30	Salicyclic acid	Orthohydroxybenzoic acid
1132431	D11AC30	Salicyclic acid	Phenol-2-carboxylic acid
1132431	D11AC30	Salicyclic acid	Salicylate
1132431	D11AC30	Salicyclic acid	Salicylic acid
1132431	N02BA04	Salicyclic acid	2-Carboxyphenol
1132431	N02BA04	Salicyclic acid	2-Hydroxybenzenecarboxylic acid
1132431	N02BA04	Salicyclic acid	2-Hydroxybenzoic acid
1132431	N02BA04	Salicyclic acid	Acido salicilico
1132431	N02BA04	Salicyclic acid	O-carboxyphenol
1132431	N02BA04	Salicyclic acid	O-hydroxybenzoic acid
1132431	N02BA04	Salicyclic acid	Orthohydroxybenzoic acid
